location,zone_id,ward,rainfall_1h,rainfall_6h,rainfall_24h,previous_rainfall,elevation,slope,drainage_density,built_up_percentage,distance_to_waterbody,historical_flood_frequency,flooded,water_depth_cm,data_source
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,47.7,183.3,419.3,185.5,51.73,0.29,1.46,95.3,0.11,19,1,79.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,45.7,190.2,397.5,184.6,51.9,0.36,1.33,95.0,0.08,19,1,77.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,39.3,172.1,376.5,170.8,52.07,0.25,1.13,95.3,0.09,19,1,82.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,33.8,151.9,385.8,179.8,51.68,0.22,1.43,94.5,0.09,19,1,82.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,43.3,175.9,346.3,185.9,52.31,0.32,1.36,94.5,0.09,19,1,83.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,43.0,147.6,278.1,194.7,51.89,0.21,1.48,94.5,0.09,19,1,82.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,38.2,112.4,254.2,142.9,52.03,0.26,1.46,94.1,0.08,19,1,80.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,32.4,115.5,285.1,134.4,52.15,0.29,1.34,95.0,0.08,19,1,84.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,31.7,115.4,279.2,128.6,52.28,0.26,1.33,94.3,0.11,19,1,79.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,31.5,125.3,237.9,101.7,52.0,0.3,1.4,92.3,0.07,19,1,82.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,23.1,133.7,229.5,131.1,51.95,0.3,1.3,94.1,0.06,19,1,85.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,29.1,129.5,270.4,122.2,51.69,0.33,1.57,94.2,0.09,19,1,81.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,29.9,112.5,236.1,102.7,52.13,0.25,1.45,95.1,0.1,19,1,82.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,28.7,111.5,285.7,120.1,52.17,0.34,1.46,94.1,0.14,19,1,79.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,35.9,97.4,248.3,128.8,52.09,0.33,1.34,94.0,0.1,19,1,81.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,31.5,112.6,239.0,98.3,52.0,0.35,1.43,93.1,0.16,19,1,85.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,27.2,124.4,248.3,114.1,51.94,0.29,1.35,92.9,0.1,19,1,83.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,29.8,140.4,287.6,133.3,52.2,0.3,1.51,94.6,0.07,19,1,83.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,30.7,123.2,239.8,129.4,52.13,0.3,1.29,94.0,0.13,19,1,84.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,31.5,114.1,285.0,119.5,52.04,0.33,1.35,94.7,0.11,19,1,81.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,33.1,113.7,271.2,99.5,52.06,0.3,1.36,93.4,0.1,19,1,78.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,28.4,111.1,246.8,122.8,51.99,0.37,1.54,95.5,0.09,19,1,82.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,28.8,109.2,273.1,140.5,51.6,0.25,1.2,92.7,0.1,19,1,81.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,33.0,121.5,277.6,120.1,51.91,0.27,1.36,93.9,0.1,19,1,79.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,31.6,129.5,274.6,116.8,51.94,0.32,1.38,92.7,0.12,19,1,85.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,28.6,114.0,296.7,131.3,51.94,0.38,1.29,94.2,0.13,19,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,33.9,106.0,251.9,114.8,52.44,0.35,1.47,95.9,0.11,19,1,81.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,30.7,129.8,294.5,132.0,51.85,0.37,1.18,92.8,0.09,19,1,84.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,29.2,127.4,258.2,123.2,51.99,0.31,1.47,92.4,0.1,19,1,78.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,31.0,130.0,231.9,100.3,51.83,0.31,1.37,94.9,0.08,19,1,82.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,27.7,107.5,258.4,122.6,52.2,0.33,1.34,93.8,0.09,19,1,83.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,34.6,135.0,241.2,117.3,52.29,0.24,1.27,96.2,0.12,19,1,83.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,27.8,135.5,253.8,113.6,52.37,0.35,1.34,94.0,0.12,19,1,78.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,30.2,137.6,257.0,127.1,52.0,0.26,1.45,95.0,0.1,19,1,85.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,30.7,119.9,281.3,123.5,51.95,0.23,1.59,93.6,0.11,19,1,77.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,30.3,157.7,255.1,113.6,51.93,0.31,1.31,93.6,0.09,19,1,83.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,32.4,120.4,260.8,116.6,51.77,0.42,1.59,93.3,0.06,19,1,79.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,34.6,111.3,267.2,114.2,51.7,0.33,1.35,94.3,0.11,19,1,85.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,25.7,120.1,226.5,123.7,51.99,0.28,1.4,93.7,0.09,19,1,80.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,31.5,126.0,315.9,126.7,52.23,0.31,1.26,94.2,0.13,19,1,79.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,28.9,116.8,263.9,118.6,51.98,0.25,1.52,93.2,0.12,19,1,85.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.2,43.1,89.2,31.9,52.35,0.29,1.36,93.9,0.13,19,1,78.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.8,44.1,89.5,43.6,52.1,0.26,1.49,93.3,0.08,19,1,84.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.0,36.1,88.2,29.7,51.85,0.25,1.32,95.0,0.08,19,1,77.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,10.5,51.7,97.0,28.6,52.22,0.35,1.42,93.5,0.08,19,1,84.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,10.9,44.8,98.1,49.7,51.91,0.2,1.44,95.6,0.1,19,1,77.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.1,50.8,87.5,50.6,52.06,0.33,1.34,93.4,0.05,19,1,80.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,13.3,49.8,104.3,41.3,51.69,0.27,1.4,94.0,0.1,19,1,81.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.5,47.2,92.9,25.8,51.82,0.37,1.44,92.1,0.11,19,1,83.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,13.8,41.9,94.6,24.1,52.14,0.31,1.48,91.6,0.1,19,1,80.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.4,42.5,95.7,39.1,51.92,0.25,1.49,94.0,0.07,19,1,78.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.8,48.8,101.4,39.5,51.87,0.3,1.4,93.1,0.13,19,1,79.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,14.4,39.1,97.3,25.0,52.16,0.34,1.52,94.0,0.1,19,1,85.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.4,46.1,103.2,34.3,51.96,0.29,1.4,94.1,0.09,19,1,85.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.4,50.8,79.9,28.4,51.74,0.33,1.38,94.5,0.1,19,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,13.3,52.5,105.7,38.1,51.98,0.28,1.36,94.6,0.09,19,1,83.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.6,45.8,102.4,40.9,52.16,0.31,1.43,95.4,0.1,19,1,80.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,10.9,56.9,97.0,50.3,52.16,0.29,1.15,95.2,0.1,19,1,79.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,9.7,53.6,90.7,38.1,52.03,0.29,1.32,94.0,0.12,19,1,78.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.3,42.9,95.1,30.7,51.92,0.26,1.38,94.1,0.12,19,1,80.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.2,44.0,73.9,41.1,51.81,0.35,1.45,95.7,0.08,19,1,84.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.2,51.0,99.3,37.2,51.93,0.31,1.47,92.5,0.09,19,1,80.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.2,41.9,98.3,25.6,51.78,0.24,1.39,93.5,0.06,19,1,85.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,10.4,48.9,93.1,42.2,52.05,0.28,1.43,94.8,0.11,19,1,79.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.0,45.8,111.5,32.4,52.23,0.26,1.46,92.3,0.07,19,1,82.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.8,49.0,101.1,27.2,52.33,0.31,1.55,94.3,0.11,19,1,85.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.6,47.3,86.6,40.8,51.86,0.25,1.54,93.3,0.12,19,1,84.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.8,48.2,102.7,57.4,51.89,0.28,1.46,95.2,0.09,19,1,80.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.3,39.4,105.9,34.7,51.97,0.27,1.23,93.5,0.08,19,1,81.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,10.9,48.9,95.0,38.1,52.03,0.34,1.49,93.3,0.08,19,1,80.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,9.9,51.3,90.6,48.1,52.07,0.24,1.41,94.2,0.12,19,1,78.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.8,40.0,98.3,54.9,51.64,0.24,1.39,95.9,0.1,19,1,79.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.2,44.4,91.3,50.3,51.94,0.28,1.46,92.5,0.09,19,1,82.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,11.9,39.3,93.0,30.7,52.0,0.33,1.33,94.3,0.09,19,1,79.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,12.7,44.8,99.5,62.1,52.04,0.29,1.41,94.6,0.12,19,1,84.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,13.4,52.0,103.1,30.9,52.45,0.27,1.37,95.5,0.11,19,1,85.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.0,11.8,29.2,0.0,51.9,0.31,1.29,94.9,0.09,19,1,77.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.1,13.1,23.3,11.1,51.66,0.32,1.29,93.2,0.11,19,1,79.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.8,11.0,28.9,0.0,52.38,0.31,1.59,94.6,0.1,19,1,77.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.3,14.1,28.0,25.6,51.96,0.33,1.14,93.8,0.1,19,1,82.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.5,12.9,27.8,0.0,52.25,0.3,1.24,94.9,0.13,19,1,73.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.0,11.4,26.4,0.0,52.28,0.33,1.27,93.1,0.1,19,1,76.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.6,11.7,23.5,0.0,51.87,0.35,1.48,95.3,0.12,19,1,77.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.1,15.5,27.7,0.0,52.15,0.3,1.45,94.8,0.14,19,1,73.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.2,12.3,26.1,24.7,52.08,0.28,1.39,95.5,0.1,19,1,79.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.0,13.5,21.7,27.4,52.04,0.36,1.44,93.9,0.11,19,1,74.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.9,14.0,26.7,5.9,51.97,0.34,1.3,93.0,0.09,19,1,75.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.8,13.6,24.9,0.0,51.58,0.35,1.44,93.8,0.1,19,1,79.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.7,11.9,26.6,2.1,51.98,0.33,1.27,94.4,0.08,19,1,79.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.5,13.0,26.4,0.0,51.71,0.33,1.31,94.6,0.07,19,1,79.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.4,14.5,19.8,3.0,52.37,0.36,1.5,93.1,0.09,19,1,71.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.0,11.3,22.5,0.0,52.18,0.28,1.4,95.3,0.06,19,1,76.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.0,15.5,28.4,2.0,52.09,0.26,1.38,94.5,0.11,19,1,79.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.2,13.8,26.1,0.0,52.16,0.27,1.24,92.9,0.09,19,1,75.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.6,13.7,23.9,0.0,52.11,0.28,1.49,94.5,0.1,19,1,79.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.9,11.7,25.0,0.0,52.32,0.26,1.5,95.4,0.11,19,1,77.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.3,11.0,26.2,7.0,52.16,0.32,1.4,94.2,0.12,19,1,73.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.4,14.5,21.9,3.7,51.9,0.3,1.42,95.4,0.11,19,1,79.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.5,12.1,25.3,4.9,52.09,0.28,1.5,92.7,0.08,19,1,77.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.0,10.7,28.7,24.0,52.18,0.21,1.43,93.9,0.07,19,1,78.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.6,13.3,22.0,9.6,52.19,0.27,1.29,94.0,0.12,19,1,80.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.0,12.0,24.0,0.0,52.0,0.3,1.42,93.9,0.1,19,1,77.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.0,13.0,23.1,13.4,52.11,0.32,1.3,92.7,0.08,19,1,80.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.8,11.5,27.8,0.0,51.43,0.28,1.36,94.0,0.12,19,1,76.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.0,14.4,23.4,21.1,52.26,0.3,1.35,93.4,0.08,19,1,80.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.8,9.8,34.2,0.0,51.87,0.27,1.46,93.0,0.09,19,1,77.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.1,12.0,24.3,0.0,51.9,0.26,1.47,93.2,0.12,19,1,74.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.2,12.6,23.1,0.0,51.66,0.33,1.41,95.6,0.1,19,1,78.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.6,13.0,19.4,0.0,51.38,0.28,1.59,93.1,0.09,19,1,75.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,3.0,14.1,26.7,0.0,51.81,0.29,1.31,93.2,0.07,19,1,75.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,2.6,12.1,23.0,23.2,51.84,0.27,1.46,95.8,0.11,19,1,74.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,51.69,0.29,1.29,92.0,0.07,19,1,69.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,52.06,0.3,1.18,95.6,0.15,19,1,62.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,4.5,51.74,0.25,1.36,94.6,0.14,19,1,65.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,6.9,52.29,0.34,1.61,93.6,0.13,19,1,62.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,51.95,0.36,1.39,93.2,0.11,19,1,65.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,9.4,52.08,0.26,1.58,93.6,0.08,19,1,61.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,52.02,0.32,1.46,94.7,0.11,19,1,64.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,51.93,0.27,1.35,95.0,0.13,19,1,61.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,8.2,51.86,0.29,1.51,92.3,0.09,19,1,64.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,6.9,52.17,0.33,1.27,93.3,0.11,19,1,65.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,52.12,0.29,1.49,94.4,0.11,19,1,62.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,51.96,0.36,1.44,92.8,0.06,19,1,60.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,51.8,0.3,1.41,94.2,0.09,19,1,68.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,52.03,0.33,1.47,93.9,0.06,19,1,67.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,8.7,51.81,0.3,1.4,94.9,0.11,19,1,70.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,52.16,0.29,1.45,94.4,0.1,19,1,60.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,52.0,0.34,1.5,94.2,0.11,19,1,61.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,52.31,0.28,1.45,92.8,0.13,19,1,64.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,10.9,52.06,0.31,1.5,93.7,0.06,19,1,69.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,20.0,51.9,0.27,1.47,93.9,0.08,19,1,71.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,2.1,51.92,0.22,1.58,95.8,0.11,19,1,65.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,0.0,52.03,0.37,1.55,93.1,0.11,19,1,61.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Fancy Bazaar / Panbazar,ZONE-NE01,Ward 14,0.0,0.0,0.0,3.5,52.16,0.32,1.38,92.9,0.11,19,1,63.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
